OBJECTID,bcr_label,bcr_label_name,name_en,name_fr,name_sp,globalid,SHAPE_Length,SHAPE_Area
3622,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{ED357F55-4258-40A0-9CAE-17D220FD3587},5075.95005463589,1328534.98906578
3623,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2A066090-0B94-48D5-B50B-11BD44DA633B},4112.10966545137,966684.755840004
3624,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C71BB98A-9DFC-49D9-B2D2-C6AEE967DC2C},5190.59179109541,1677273.99953267
3625,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{EEAFA3E5-6953-4890-B78A-B2CE1FB8B986},5446.04819017851,1916822.8400807
3626,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6FD8075B-18A4-456E-ABF4-D4E92542BAD9},5476.0117543724,1697049.49035271
3627,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{20742E27-BE46-459D-933A-EB041E21C3E6},5275.89877688726,1739814.61388515
3628,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D1EDFB1D-5840-4A76-B293-41A40FBD4389},6449.28487804471,1548465.86899908
3629,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{8AA6957F-BB73-4782-B19D-5E993807502D},15567.8027206767,13248467.5393993
3630,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{DC304FF1-D500-4FE5-865F-0DDE823CF240},4425.32054226554,1296771.74299423
3631,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1ACC5C16-6153-4F77-AA98-16F6A8B93A3B},3960.25994026463,829060.159138635
3632,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F5B22873-E209-4604-8062-FE03D9712DAB},49717.7149876871,139258579.485155
3633,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{8F207A3E-D0D8-4B99-A1C4-4E36079B2D21},8123.82705033384,2326812.30948065
3634,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{DA6FEAE5-EE38-4840-9723-546FCC845306},6315.20434618406,1352337.41607294
3635,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{70F9A14A-52CA-4851-B249-30348E204919},423841.745610931,6213235195.00168
3636,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2BC01FC7-C3AA-4942-B198-C3C4D90ED443},2291723.08770312,44863049091.535
3637,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{77EFF8B9-8553-4F6C-9D46-6C2D812C77B2},7162.85312830292,2764412.50313192
3638,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{BEFE1739-271D-4558-9D9B-29A864814253},5549.94166733341,1393476.4771032
3639,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{FC8B65DA-C237-4BED-93F6-627F03320BC3},7007573.14158573,278877445504.127
3640,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{446AD883-EB15-40E6-AA4A-0F02B8EB0F19},173926.909214596,1413332599.44417
3641,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2CBDC7A7-2D8F-4315-B814-A8E2125E2656},20529814.0476025,497585575420.718
3642,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{0F72A84F-7849-49CF-AB26-D1D09FD32487},12769239.0533179,388701754255.909
3643,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{35BFB36B-9B3B-417E-B675-A366E1B22AEF},5011.15541938384,1234723.60259184
3644,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F165C29B-E134-483B-BEF2-E9EB1B5C9DB7},6978.5084639421,2858173.85092853
3645,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{7C5178FE-0AA2-423B-83F2-084249CFBFA5},4769.68967085386,993153.439060058
3646,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{C3646729-608D-4549-800C-14BA0FFB5D40},64717.8970606135,141964291.848623
3647,3S,Southern Arctic,Southern Arctic,Plaine artique sud,,{7E16F3FF-8F41-4160-A353-681D7BFE668E},4558.8687624777,777962.209391409
3648,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{227008D8-C27D-45B0-A4A4-4CF41DB52B49},35430.3484983208,41861424.9958455
3649,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CBA0CAE2-86CE-4E08-B5C7-416646469163},6803.01309909462,1086191.11696709
3650,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E4B36A43-3516-40B8-BE06-CBFC7509D926},3655.16453561293,677272.43441349
3651,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5C6964BA-04B6-482B-B46F-E5CB40C573AE},10700.1192031776,4420526.81300849
3652,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{962886C4-9069-4FD6-BBB7-8251E809F6B4},6170.61675051624,1770991.02815591
3653,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6DE3E277-31BD-4025-8726-CE9431AA24FB},70077.247817889,209946213.637278
3654,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{23A95BE0-9ED9-498A-BEBA-96234B26044E},73204.0163173056,268413353.842215
3655,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CA734B17-0E28-4FC4-8006-06CA4148A893},5545.77571475317,1405925.1827211
3656,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1D9D8906-5C13-431D-871B-480BC8A300C0},13251.1827339528,10578490.3660991
3657,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CBD65DAA-0841-4CD4-A6EB-3FDB2A326447},5231.24869492323,1410174.88320772
3658,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9C18D4F0-4387-44CF-8CBB-35FFB7D11D32},17918.9214888363,17609875.5948085
3659,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5931EE5D-F3A2-4C8C-97B9-B4EE4B9B250F},3819.55075390048,565872.158719301
3660,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{37071758-08F0-422F-9E17-D9851E316672},12198.7188752139,7802066.75302482
3661,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C6DDD3C0-ED4C-4A01-9742-C645A61510D6},2999.59949063472,275846.360310767
3662,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{582BDCD1-E377-4CBA-A455-1A7F2E0CFAD7},10679.5307606873,5398686.81919478
3663,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B647487D-401A-41E5-BFEF-FE465B460DF4},6037.40287740927,2072629.77512421
3664,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{252A9584-4464-45C8-824E-5A57EEA9C847},12536.5367861671,10223358.5081486
3665,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{95C9C4C6-CC0B-49D6-99EE-90CADB325920},3318.55596375613,666566.133242386
3666,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{1BF8C4BA-3D53-4705-B6CD-16FD55B296CA},58934.2243126448,13148994.7654545
3667,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{9F51B28E-368C-45D6-8D0F-3790E750E9B8},6394.14473014934,1278455.56207847
3668,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{F257C2D9-508B-4470-99D0-2DC6FC6B5648},5768.4548367624,1125309.71332196
3669,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{BA5F1CEB-2955-4786-BB03-6C75AA4A4767},4585.37385084588,952261.60863462
3670,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{D88C8368-A329-4C14-A3B6-1F9DE6CD81B7},4116.32605584016,878321.298727862
3671,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A5AD877E-B991-4A63-BF01-5EDDE6F2216A},4737.8020105509,1336958.59261016
3672,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{AE4368B6-5521-4424-A26A-D77D8D8A4340},19554.32974831,4210218.61972173
3673,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2017D3DA-9F1C-4E97-90F5-29252AB737A4},4265.69088784631,1068394.29056757
3674,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A8E0A97D-4C59-413A-A01F-0C97277A60A5},4163.90231374389,1105574.67202775
3675,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{8200F38C-D649-4A8C-A6F7-CA7E90240BF7},9284.92437436852,2416803.57676531
3676,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{EA8A23C5-E2AF-4397-BE6A-D568E0AF656A},10196.6403183836,5967237.97308968
3677,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{60395AF3-F90B-4812-BB8A-0002A6962FCE},5726.43358686708,1355551.91554878
3678,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{51352390-E39F-4466-AA87-849243336ACC},3706.65882885304,906891.039682892
3679,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{13BCEB41-ED84-40A6-95D4-03BC88A0B7DE},4141.81571096226,786813.897702002
3680,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CC673653-4789-404A-8D8A-307CE21867AC},37019.7367667853,58182002.4123049
3681,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{04D993F2-C5C0-4827-B830-96B3935A8A6A},36162.4417190887,31833287.6327917
3682,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C57472E1-D7FA-455C-B9FC-418CFE2222CD},12421.5649131739,7840731.59903527
3683,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6FD6AAF0-E468-404D-A661-2A3F7EC84AD0},13657.6063558615,5508291.40939765
3684,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7E6E2408-B807-4382-8293-AB63B8568D1A},24361.7859996781,17079129.3643446
3685,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B4F3E701-F446-4170-93D6-D722451E6CBF},5815.67959561445,1954722.57447514
3686,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7E15D94F-787B-4D66-8CA3-8E6206822A43},4770.7545688579,1390416.86829367
3687,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F2737278-72C3-4F8A-9499-366BA94FFF40},4648.00126368348,899598.548458156
3688,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E936AA78-23CE-4669-8282-51BEBEA5E872},18614.1302946059,9411651.11459459
3689,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D0354294-7818-46A7-AC37-857C40004D93},15989.9024193759,8152280.8362748
3690,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{ABF4C611-194A-4742-ABF4-CA47DC1ED3AC},15086.0646162762,3244985.29059807
3691,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{8C8325F6-5F76-48C6-8441-C60B436C7D48},14283.6636316909,8667409.8676784
3692,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{708E868A-B378-494E-85F5-9687EF7BD458},7348.6519492545,2495136.57035998
3693,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CE0AD334-78EC-4166-8455-C9A9E442BF04},168474.52726101,1713614808.06267
3694,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{09607ECE-0D2C-4A2C-B1C4-BD0FAC041917},6980.6713486814,2050952.71700164
3695,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C683A737-E2B1-4CAB-AA11-1DFB0D7B398D},8027.74690607812,4245383.49101261
3696,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{EAA89A94-6279-4D38-890B-6520C016CD30},9994.64364014381,2037633.80714555
3697,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{144A7753-675B-4BE9-BA32-80788EE60E1F},8568.39476656394,3485563.78680015
3698,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6A2DB9BA-A6E5-4181-9C30-C4A164533AE6},17361.4835012201,18806327.0881812
3699,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{AC3D1271-4B7A-4C93-AD20-9AEBF94487D1},6092.33213223515,2649113.13699651
3700,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B8EB51B2-9024-4175-B89F-3584E3C51DC4},25797.5161188388,30198659.3574323
3701,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{90AB0C65-2338-4921-9883-FEBA17452AEA},9086.40045868728,1875923.79872312
3702,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9B066486-B6C4-4414-91A4-31217EFADF45},566267.892028513,10542963641.2153
3703,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{EDFEE445-14BB-4D4F-82AA-7713CAA3EFEF},4070.33025119797,961412.950275319
3704,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{86EC6FE3-0B52-4180-A209-03FD31DC4943},170828.014606235,630201888.32541
3705,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{67ACC0CE-A1BD-4400-A9B9-CE3DE11FE6F8},94573.5773917614,131314446.817217
3706,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{BCB32DC4-45E5-4569-8203-BF0AE5551996},14730.8123270711,9449687.25440155
3707,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{3AB5BD8B-03FE-43DB-877B-DD3EBAB33C95},31268.8528975625,39492577.820347
3708,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{97ADD19E-6E0D-4AFA-96F4-40DC9A89406F},17777.045020164,4275928.8205867
3709,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{415F52A5-C6C2-46E5-9893-744A29AD0D9F},13353.7407282263,4735260.94115488
3710,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{C1F8E080-9151-4A3C-86CD-49144089164E},33835.8339216887,22974666.8860545
3711,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{6A3A8EB6-5196-4BDC-A610-5B4E58F9D2BB},5304.65717314998,886127.388599416
3712,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{9D0D3384-8BC7-4490-9274-D83D47876778},24675.9852664254,5164490.78428488
3713,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{343A1232-BB84-41E5-A6F9-EF0C0A5D9764},12371.5882760846,7331781.09098323
3714,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E2038363-7611-4DB3-8B0D-ACE05C2F1BC4},9080.33970277118,3081432.39129387
3715,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{19B9D771-FF7D-4C73-AC79-D18A79F50451},4007.52046961452,944328.221420035
3716,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{DF567E99-350D-40DA-B627-B72B88CE88BE},4604.32320585367,960987.229812387
3717,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{BD18EA12-2EA7-45C4-8FCC-761848A01348},3718.12322424851,362501.113568195
3718,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{183124BD-DBA8-4673-ACE3-42A55C579DDA},7118.57713963928,1469771.85733414
3719,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{95F10A45-2E68-45B8-9F7D-5B3F79D63EE4},9887.79308487827,4118737.18317584
3720,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{CE1C123F-CFF4-49B6-B9C1-4F24680A0C52},4732.28636927033,1015432.83197033
3721,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{91AE20AC-9776-4DFA-9B72-4E47298F63C3},37571.7662069355,54230325.7811002
3722,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{DFFBA147-357E-4B06-B56E-0DF972665D50},7371.06203397274,2288653.81438005
3723,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6E9EFDA8-ECFD-4686-8762-C18B0216E439},5769.04853126215,1548126.65017489
3724,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A298232F-AABB-4B68-919D-6B564E574E80},4601.23619590906,1344564.36587723
3725,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9DDCA3D5-6D69-424D-8D02-BF9C879536D0},6806.99687157803,2760085.44303862
3726,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2D223A8E-586E-4900-8DB2-BBFF36D2DA5E},16492.5149810934,6073834.41144682
3727,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B8D2D760-F876-4887-B8D1-DE53CED26490},28224.6189369582,31610246.725755
3728,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1455F68C-8090-4182-9D8F-37E4D1E610DD},3800.36925424315,901907.025694133
3729,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D418150D-8846-4C87-A8EA-14065C0245FD},90012.7800256447,434215575.416407
3730,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5423A8F4-616A-4B15-9166-61D026CEF323},42027.6217601289,86867555.2375067
3731,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7B114E80-6563-4EE6-8444-D06367376779},7049.91181611246,1947914.06904399
3732,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5B36F7C0-49BE-41EC-92D2-D8B1154F5509},15664.3594312425,5817328.02779367
3733,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{AF896AC6-BB7F-4B12-A814-C729AE3C3834},1854360.03335844,96275500564.1456
3734,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{83EDFBAB-EFF1-41E7-A35B-9F62776B3D5C},3445.52715122007,842246.424559047
3735,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{21B77A19-B4AB-4C36-BF89-164ABF7FC600},6477.09434138494,2312816.83226673
3736,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{34310F0D-AB44-414A-A8FF-47E48C010125},3522.36589747591,477721.328641349
3737,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{EC223D98-A5C6-4856-A23F-6CBF86488BD5},3620.99625020814,603032.914473221
3738,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CF11D219-2BD2-42CA-9499-E2D856FFF56F},131673.195520511,767972101.762849
3739,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5712572E-2E69-404D-BEE0-619ABA2F02E0},3794.48855129549,909419.436267874
3740,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E8924375-4A05-4722-A21A-E9009CEE35B7},18808.7137785467,15830520.1734841
3741,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B5FF78AF-1846-429E-B8D6-E07860851482},13327.6028705447,7284714.36324908
3742,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{EC35FDDA-DD65-45BF-8B4D-FD7EE3486322},44858.9575826647,78423632.8496015
3743,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{64EDBC0B-DF2B-42F0-A167-CB68A5640EF4},16464.4002924565,2921378.67847158
3744,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{813C7C98-A1E8-4CE7-926E-FEA4B1604543},4576.4037302431,1017528.46378685
3745,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{098F7B4B-ECC3-4B4A-B289-E20D960BCFB0},135749.691921951,673213331.679372
3746,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{88B6E15D-7A7E-43EC-A312-93DC60B0F60C},4539.21662789419,953084.847025213
3747,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{84037592-FEF5-4CDA-8965-76DDE4ED4B55},6085.19036195445,1922517.23666742
3748,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{D2A094E9-3A39-4ED2-BB30-DC7A7A1869BE},3779.44024620481,703251.592646237
3749,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1CC0BA98-A8F8-4954-A7A5-2F1BD6068FD5},5583.42515738097,1950133.40319837
3750,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{2364E1B1-1526-47DC-A78C-A977E4352EA6},15252.1150135479,5657663.15963082
3751,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{A62E9B1F-6956-4699-A75A-519ACE9414B7},11573.612420434,2817520.80626909
3752,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{348A6877-9FA3-4A0E-8B4F-08AB69123559},5283.91024798797,1063212.59830761
3753,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{53A8EAD0-2C39-4F56-AF00-AA3F215A2DBA},30160.0643287795,35259763.4684739
3754,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1DE8FC7F-AD75-4109-BCF6-9CF9B55F5D0D},8816.34063834867,4358526.89730417
3755,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4E4A1D68-FB61-422B-B0F6-418A74919147},13168.2242728509,6256195.45649133
3756,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F688DD4A-6DA0-4CC4-BFA3-DC267735E386},5120.95283747285,1287022.42242775
3757,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{EA1F825D-21DA-4E99-93D6-A8D67F34DD1D},4986.12946502256,793107.625691459
3758,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7CB67F9A-0C52-468A-9B76-D235A088A72B},4587.2006809048,1460467.27017523
3759,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{6ED37F83-4766-4C4F-AFE1-DD7B58442107},6603.9998956564,2252319.07530227
3760,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{DC50C547-85B8-4D32-8553-37BD7453F367},3922.73849444096,880370.299909042
3761,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{15F4799F-1A29-4911-B851-D01E808C1CEC},5575.29203831547,891569.035987815
3762,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{A5DB42F7-8E0C-4F5B-A6B6-57DBFD2112FB},6112.84813938498,2476182.21217063
3763,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{E79D7E98-9BEB-48D9-9ECA-7DE2EDB3642E},3869.24469321142,998296.095925272
3764,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{03B0CEAF-8C5A-4EEB-902A-8BB2E35094C7},185708.004677066,1767491709.98881
3765,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{9017A1C6-6963-4AA0-A8A4-16341444C111},6597.19915984085,1333914.05493348
3766,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{C4941C15-38AE-4993-A88F-0246EF82700D},4971.65361638656,1292209.54462565
3767,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9BB75DBF-0582-482A-9947-B74F1923499C},23976.457747924,13338486.5347389
3768,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{37003B55-A92D-4CE3-9F25-09DABBDCB309},7914.6739254279,4045911.79807807
3769,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B32C3AA9-FB68-4620-AD87-25B2049467C9},4513.8074467701,1415678.71592996
3770,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7AFBA4A7-2848-4669-B476-8A3C2BDC77FE},13553.6142573854,7373177.42334532
3771,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{50F8F337-1475-4D32-BD91-07A94D43E22D},7525.71037598797,2486297.85314268
3772,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B2281F21-CBA8-4249-AC10-EBF11119BBAD},4236.60744133871,1187894.1108381
3773,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7FC803A7-0AB3-465D-98FE-FB958AF1ECF7},4166.57536143083,1199581.53236656
3774,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{314D5496-50A4-40B8-B0B7-764B1EC44E33},3419.32965547178,812581.092275013
3775,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{86EF5558-47FC-4DD6-A6A1-4F20790E9131},13904.7455894879,6414552.48197284
3776,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{1653A816-FA79-4D05-8367-57F1FCD3961A},23342.4655993826,26967066.7887772
3777,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{B6EEA3BB-9E51-4C8F-BFA2-7C9CC28DE1AF},3852.43668409146,754218.262727322
3778,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{335F4B27-0573-4A1F-8A06-7E51693136EF},3824.75541503228,720598.602202276
3779,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{BD63F15C-E388-4949-B5BF-E35FFE638255},9485.89924261682,1754386.41628949
3780,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{CE5AADCE-49E7-45E4-97C1-998F555C966E},23508.1170045883,31103337.861969
3781,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D6CB90D4-2EC5-4177-AB70-5E6F6983EF1D},31079.6461228076,29239593.6785002
3782,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{80049879-FE95-4CFD-99CA-ED8FF8828BD2},4195.84793854621,1033978.2568284
3783,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{13866B21-E29D-4FDA-A8B6-5E00078095EA},17550.8344015255,11380669.8077909
3784,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{110BD591-239E-4DC3-AA8A-52A1F3091A1E},17850.0017514495,12210365.7243631
3785,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{F74C02DD-6248-47CB-BF14-FDA6D727C586},11997.5549255025,7225065.92257193
3786,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{57CCBA03-B67D-49E7-B4E5-4A5BC4DC96D3},4188.12969444653,1139418.37699274
3787,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{C7EFC2AC-0A71-4A9B-81FD-01934BC6EBD4},165150.37008416,532141443.416849
3788,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{835A4287-567B-4BAC-8AAB-5E9F062B400F},13357.1182189787,7360024.81357802
3789,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2F53DB08-F0A4-4CAA-A927-1DD14F8F3A21},9804.30311991492,4870697.92452869
3790,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{EC222B8D-353F-4A2B-944B-A2F572029689},5089.21639238601,1733884.80709182
3791,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{627977C2-B832-4384-993F-DDED81A2DDB6},4230.38775418486,1221743.10067251
3792,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{FCF6EEFA-EDFE-4D2A-B06B-3EC767FC64F0},22657.2846237436,14168105.1894716
3793,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{460C0577-CEC6-415C-A064-C887366B928F},1921709.52675057,24955362233.1443
3794,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{5883CE94-8BC2-4AD3-9D8D-7BC364B0C68E},5445.31029167867,1907700.54533452
3795,3C,Arctic Cordillera,Arctic Cordillera,Cordillère arctique,,{8115757A-8C35-4E0B-AA2B-9592EB81B97C},12871.747788774,8475747.83299474
3796,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{023CFFB1-3CAE-4C89-BD63-31C296084194},7687.59060533725,1563955.77591679
3797,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{2BE7BB64-5410-4D7C-9C92-B06BB1989146},4386.85910816066,986529.921470054
3798,3S,Northern Arctic,Northern Arctic,Plaine artique nord,,{B3EDFE41-B832-466D-8A6E-1C3E17B3C8C9},5559.7773798342,1785261.05062795
3799,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{291C596B-0471-4036-BBE8-2F174B562AB4},36283.5954563619,59391744.3364509
3800,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{7A9AB358-D26D-404F-B40D-52C083A005B7},12878.5478787955,8872813.50096155
3801,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{D18A9BE6-D4F3-4916-821E-8611D6774D30},8615.19356914844,2266517.49742831
3802,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{4491A44B-C758-4023-BB12-ACAA28A1AA3A},86123.7825076392,94864719.3560252
3803,3N,Northern Arctic,Northern Arctic,Plaine artique nord,,{9ACC3F1F-AD8B-4A70-87E7-DEE57F6FF087},4890.48262863808,1464292.65067061
